sample	Chrom	Start	End	value
TCGA-E9-A1RG-01A	17	65755039	73178007	0.1457
TCGA-E9-A1RG-01A	17	73180345	73820787	0.4108
TCGA-E9-A1RG-01A	17	73829384	74909560	0.5448
TCGA-E9-A1RG-01A	17	74909975	75797966	0.1206
TCGA-E9-A1RG-01A	17	75804098	76503459	0.4284
TCGA-E9-A1RG-01A	17	76504250	82959812	0.1479
TCGA-E9-A1RG-01A	18	326691	10315157	-0.2267
TCGA-E9-A1RG-01A	18	10319138	12504540	0.1336
TCGA-E9-A1RG-01A	18	12504686	28710169	-0.2175
TCGA-E9-A1RG-01A	18	28710617	31502097	-0.1675
TCGA-E9-A1RG-01A	18	31502883	79349796	-0.2155
TCGA-E9-A1RG-01A	19	283868	1724426	-0.3376
TCGA-E9-A1RG-01A	19	1726234	3333279	-0.4001
TCGA-E9-A1RG-01A	19	3336541	5036744	-0.5017
TCGA-E9-A1RG-01A	19	5037072	9552646	-0.7113
TCGA-E9-A1RG-01A	19	9552976	9747601	-0.5542
TCGA-E9-A1RG-01A	19	9751122	9756649	0.39299999999999996
TCGA-E9-A1RG-01A	19	9757402	10598160	0.1195
TCGA-E9-A1RG-01A	19	10606674	11043453	0.4106
TCGA-E9-A1RG-01A	19	11047358	11679697	0.7432
TCGA-E9-A1RG-01A	19	11680921	12388078	0.3831
TCGA-E9-A1RG-01A	19	12389106	12735709	0.0633
TCGA-E9-A1RG-01A	19	12737870	12745494	0.5054
TCGA-E9-A1RG-01A	19	12746601	12842597	0.0658
TCGA-E9-A1RG-01A	19	12843050	13181876	0.3435
TCGA-E9-A1RG-01A	19	13182293	13587017	0.0883
TCGA-E9-A1RG-01A	19	13587902	14428652	-0.1065
TCGA-E9-A1RG-01A	19	14432246	14445955	-0.43200000000000005
TCGA-E9-A1RG-01A	19	14446903	15480522	-0.7013
TCGA-E9-A1RG-01A	19	15481053	17243376	-0.2342
TCGA-E9-A1RG-01A	19	17247324	17628873	-0.6745
TCGA-E9-A1RG-01A	19	17646601	17651821	-0.1638
TCGA-E9-A1RG-01A	19	17652031	17691775	0.1053
TCGA-E9-A1RG-01A	19	17698189	18174941	-0.2243
TCGA-E9-A1RG-01A	19	18176991	19139336	0.0939
TCGA-E9-A1RG-01A	19	19139983	19211503	-0.3487
TCGA-E9-A1RG-01A	19	19213406	19835282	-0.6653
TCGA-E9-A1RG-01A	19	19836130	22712030	-0.2408
TCGA-E9-A1RG-01A	19	22712907	23103134	-0.6543
TCGA-E9-A1RG-01A	19	23105059	23645922	0.1548
TCGA-E9-A1RG-01A	19	23645970	23872082	-0.2096
TCGA-E9-A1RG-01A	19	27749470	33614684	0.1004
TCGA-E9-A1RG-01A	19	33627481	48358696	-0.2142
TCGA-E9-A1RG-01A	19	48362957	49123939	-0.0077
TCGA-E9-A1RG-01A	19	49137037	49145794	0.0067
TCGA-E9-A1RG-01A	19	49154077	49195756	0.2728
TCGA-E9-A1RG-01A	19	49207230	49867421	0.505
TCGA-E9-A1RG-01A	19	49871239	51297087	0.2655
TCGA-E9-A1RG-01A	19	51298362	51654433	-0.0395
TCGA-E9-A1RG-01A	19	51654508	58245818	0.0302
TCGA-E9-A1RG-01A	19	58246928	58370362	-0.0781
TCGA-E9-A1RG-01A	20	472817	36898585	0.7725
TCGA-E9-A1RG-01A	20	36901371	37101547	0.5616
TCGA-E9-A1RG-01A	20	37101692	41730880	0.7728
TCGA-E9-A1RG-01A	20	41731384	41731388	-0.0047
TCGA-E9-A1RG-01A	20	41732145	63588502	0.7841
TCGA-E9-A1RG-01A	21	13974127	24269760	-0.7186
TCGA-E9-A1RG-01A	21	24279749	28426320	-0.2135
TCGA-E9-A1RG-01A	21	28427507	30707396	0.139
TCGA-E9-A1RG-01A	21	30879355	46262057	-0.2263
TCGA-E9-A1RG-01A	22	16934932	17735444	-0.7437
TCGA-E9-A1RG-01A	22	17738065	18131162	-0.2485
TCGA-E9-A1RG-01A	22	21741482	21949041	0.1095
TCGA-E9-A1RG-01A	22	23474170	44368521	-0.2204
TCGA-E9-A1RG-01A	22	44370432	46256256	0.1384
TCGA-E9-A1RG-01A	22	46256406	48940621	-0.2325
TCGA-E9-A1RG-01A	X	3236359	40631728	-0.0328
TCGA-E9-A1RG-01A	X	40632839	40847597	0.3328
TCGA-E9-A1RG-01A	X	40858548	62952913	-0.0338
TCGA-E9-A1RG-01A	X	62953249	63302648	0.3337
TCGA-E9-A1RG-01A	X	63307631	114635027	-0.0226
TCGA-E9-A1RG-01A	X	114642204	114881734	0.10400000000000001
TCGA-E9-A1RG-01A	X	115470033	119175130	0.3362
TCGA-E9-A1RG-01A	X	119177587	123055881	-0.0187
TCGA-E9-A1RG-01A	X	123059228	125941555	0.2335
TCGA-E9-A1RG-01A	X	125945771	132150601	-0.021
TCGA-E9-A1RG-01A	X	132151344	138033083	0.3303
TCGA-E9-A1RG-01A	X	138044829	155677414	-0.035
TCGA-A8-A07G-01A	1	3301765	3417031	-0.0265
TCGA-A8-A07G-01A	1	3420057	61686101	-0.0954
TCGA-A8-A07G-01A	1	61688821	64850544	-0.0467
TCGA-A8-A07G-01A	1	64850558	64869774	0.2639
TCGA-A8-A07G-01A	1	64872615	68751526	-0.0665
TCGA-A8-A07G-01A	1	68752725	75090038	-0.0866
TCGA-A8-A07G-01A	1	75090454	94270478	-0.1254
TCGA-A8-A07G-01A	1	94271152	95239768	0.008
TCGA-A8-A07G-01A	1	95239841	105155101	-0.0426
TCGA-A8-A07G-01A	1	105155119	105426682	0.0437
TCGA-A8-A07G-01A	1	105427304	112343923	-0.0105
TCGA-A8-A07G-01A	1	112344431	146716041	0.0268
TCGA-A8-A07G-01A	1	149906351	163604938	0.4555
TCGA-A8-A07G-01A	1	163605734	163700550	0.6926
TCGA-A8-A07G-01A	1	163701670	179654586	0.4586
TCGA-A8-A07G-01A	1	179655082	179656366	-0.8616
TCGA-A8-A07G-01A	1	179657636	187687236	0.4567
TCGA-A8-A07G-01A	1	187688116	199471246	0.4302
TCGA-A8-A07G-01A	1	199471598	207895956	0.4589
TCGA-A8-A07G-01A	1	207898844	208121132	0.6809
TCGA-A8-A07G-01A	1	208121959	233390183	0.4609
TCGA-A8-A07G-01A	1	233390216	233390965	1.725
TCGA-A8-A07G-01A	1	233394786	247650984	0.4663
TCGA-A8-A07G-01A	2	480597	7431839	0.1506
TCGA-A8-A07G-01A	2	7432299	19975141	0.0581
TCGA-A8-A07G-01A	2	19978054	20060787	0.35600000000000004
TCGA-A8-A07G-01A	2	20070266	74112183	0.0499
TCGA-A8-A07G-01A	2	74115410	74115440	-1.1928
TCGA-A8-A07G-01A	2	74115674	80576099	0.0526
TCGA-A8-A07G-01A	2	80577031	94745065	-0.0337
TCGA-A8-A07G-01A	2	94749323	134161371	0.0557
TCGA-A8-A07G-01A	2	134162593	158262126	0.033
TCGA-A8-A07G-01A	2	158262307	158307526	-0.1497
TCGA-A8-A07G-01A	2	158307836	158308038	1.1159
TCGA-A8-A07G-01A	2	158312049	159388339	-0.1148
TCGA-A8-A07G-01A	2	159389857	205642179	-0.1356
TCGA-A8-A07G-01A	2	205643663	205941655	-0.0236
TCGA-A8-A07G-01A	2	205944833	215144501	-0.1411
TCGA-A8-A07G-01A	2	215144630	234456207	-0.1196
TCGA-A8-A07G-01A	2	234456539	236217083	-0.07400000000000001
TCGA-A8-A07G-01A	2	236220527	241518645	-0.1147
TCGA-A8-A07G-01A	2	241518661	241537572	0.0924
TCGA-A8-A07G-01A	3	2170634	14599907	0.0426
TCGA-A8-A07G-01A	3	14600771	31323562	0.0138
TCGA-A8-A07G-01A	3	31325096	32355312	0.055
TCGA-A8-A07G-01A	3	32356480	66261655	-0.3169
TCGA-A8-A07G-01A	3	66261689	70380167	-0.3657
TCGA-A8-A07G-01A	3	70381158	71931287	-0.2473
TCGA-A8-A07G-01A	3	71931517	79948234	-0.3814
TCGA-A8-A07G-01A	3	79962556	80554541	0.0121
TCGA-A8-A07G-01A	3	80554647	89677978	-0.0213
TCGA-A8-A07G-01A	3	89680088	117687613	0.0396
TCGA-A8-A07G-01A	3	117688440	134035253	0.34299999999999997
TCGA-A8-A07G-01A	3	134035423	136413440	0.364
TCGA-A8-A07G-01A	3	136413863	136413881	-0.6786
TCGA-A8-A07G-01A	3	136423577	143146328	0.3748
TCGA-A8-A07G-01A	3	143146836	145869779	0.3416
TCGA-A8-A07G-01A	3	145874656	145887957	-0.0915
TCGA-A8-A07G-01A	3	145896244	156421879	0.3517
TCGA-A8-A07G-01A	3	156422960	156441251	0.7431
TCGA-A8-A07G-01A	3	156442595	161834286	0.3634
TCGA-A8-A07G-01A	3	161834379	164644071	0.3131
TCGA-A8-A07G-01A	3	164644167	173445369	0.3545
TCGA-A8-A07G-01A	3	173912890	176972093	-0.3197
TCGA-A8-A07G-01A	3	177177049	177565315	0.7527
TCGA-A8-A07G-01A	3	177567399	177587977	0.8227
TCGA-A8-A07G-01A	3	177591101	177627409	1.1536
TCGA-A8-A07G-01A	3	177629008	177671321	0.7706
TCGA-A8-A07G-01A	3	177673204	178299685	1.1963
TCGA-A8-A07G-01A	3	178304497	178328373	1.8851
TCGA-A8-A07G-01A	3	178337974	179160372	1.2339
TCGA-A8-A07G-01A	3	179165384	179246058	1.0048
TCGA-A8-A07G-01A	3	179246543	179810798	1.2129
TCGA-A8-A07G-01A	3	179815913	180202309	0.8001
TCGA-A8-A07G-01A	3	180207261	180738703	1.7513
TCGA-A8-A07G-01A	3	180740404	182213139	1.218
TCGA-A8-A07G-01A	3	182214100	182333119	0.6005
TCGA-A8-A07G-01A	3	182339106	182341896	-0.3196
TCGA-A8-A07G-01A	3	182342214	182381631	0.3348
TCGA-A8-A07G-01A	3	182393936	182753544	-0.3219
TCGA-A8-A07G-01A	3	182758826	182790993	0.6507
TCGA-A8-A07G-01A	3	182796848	182801640	-0.1882
TCGA-A8-A07G-01A	3	182813512	182825394	0.4037
TCGA-A8-A07G-01A	3	182831482	182843921	-0.5287
TCGA-A8-A07G-01A	3	182844975	183409000	0.7813
TCGA-A8-A07G-01A	3	184179380	185930237	-0.2673
TCGA-A8-A07G-01A	3	185931727	189388992	0.0697
TCGA-A8-A07G-01A	3	189392877	189929978	0.3416
TCGA-A8-A07G-01A	3	189931824	195428692	0.0853
TCGA-A8-A07G-01A	3	196017117	197812401	-0.2591
TCGA-A8-A07G-01A	4	1059384	2629282	0.1721
TCGA-A8-A07G-01A	4	2629389	12553819	0.1961
TCGA-A8-A07G-01A	4	12555535	12637970	0.4888
TCGA-A8-A07G-01A	4	12655112	13344478	0.1901
TCGA-A8-A07G-01A	4	13344978	14156577	0.1491
TCGA-A8-A07G-01A	4	14158747	14184452	0.5914
TCGA-A8-A07G-01A	4	14190509	24505612	0.1619
TCGA-A8-A07G-01A	4	24509058	24591228	0.39799999999999996
TCGA-A8-A07G-01A	4	24591872	40335637	0.1523
TCGA-A8-A07G-01A	4	40337557	40356857	0.5362
TCGA-A8-A07G-01A	4	40362188	48066809	0.1478
TCGA-A8-A07G-01A	4	48067890	51983276	0.4811
TCGA-A8-A07G-01A	4	51991917	53664069	0.4015
TCGA-A8-A07G-01A	4	53664578	53962073	0.5211
TCGA-A8-A07G-01A	4	53962263	55117003	0.2821
TCGA-A8-A07G-01A	4	55117100	55329459	0.5108
TCGA-A8-A07G-01A	4	55337032	55468800	0.2859
TCGA-A8-A07G-01A	4	55470548	56153402	0.4559
TCGA-A8-A07G-01A	4	56153977	56538357	0.1473
TCGA-A8-A07G-01A	4	56542192	58042487	0.2543
TCGA-A8-A07G-01A	4	58042969	59996349	0.4459
TCGA-A8-A07G-01A	4	59997736	61017668	0.3244
TCGA-A8-A07G-01A	4	61018149	66440340	0.3573
TCGA-A8-A07G-01A	4	66447723	68177646	0.4271
TCGA-A8-A07G-01A	4	68177815	68333313	0.3548
TCGA-A8-A07G-01A	4	68335040	71676476	0.313
TCGA-A8-A07G-01A	4	71689906	71988739	0.4246
TCGA-A8-A07G-01A	4	71991829	74987624	0.2869
TCGA-A8-A07G-01A	4	74988359	77956824	0.4251
TCGA-A8-A07G-01A	4	77958307	78957077	0.162
TCGA-A8-A07G-01A	4	78958618	116364186	0.0701
TCGA-A8-A07G-01A	4	116432785	116486932	-0.9996
TCGA-A8-A07G-01A	4	116487442	150772766	0.0718
TCGA-A8-A07G-01A	4	150777579	168116207	-0.0786
TCGA-A8-A07G-01A	4	168116342	181264682	-0.1747
TCGA-A8-A07G-01A	4	181268637	182614883	-0.6314
TCGA-A8-A07G-01A	4	183286625	187842528	-0.1583
TCGA-A8-A07G-01A	5	913983	6745762	0.2709
TCGA-A8-A07G-01A	5	6745893	6754554	0.4959
TCGA-A8-A07G-01A	5	6758858	6765086	0.8565
TCGA-A8-A07G-01A	5	6765543	6790157	0.5066
TCGA-A8-A07G-01A	5	6796485	6841014	0.3126
TCGA-A8-A07G-01A	5	6841894	20883776	0.2355
TCGA-A8-A07G-01A	5	20886618	21093485	0.4804
TCGA-A8-A07G-01A	5	21093804	21242267	0.2428
TCGA-A8-A07G-01A	5	21242701	30336256	0.2032
TCGA-A8-A07G-01A	5	30336950	50829022	-0.1069
TCGA-A8-A07G-01A	5	50837510	58224366	-0.0122
TCGA-A8-A07G-01A	5	58226068	58436920	0.2875
TCGA-A8-A07G-01A	5	58437016	58455616	0.7079
TCGA-A8-A07G-01A	5	58458213	58983188	0.2896
TCGA-A8-A07G-01A	5	58984295	67061479	0.2636
TCGA-A8-A07G-01A	5	67067680	67069397	-0.5141
TCGA-A8-A07G-01A	5	67071346	81901663	0.27
TCGA-A8-A07G-01A	5	81906417	121407515	0.2496
TCGA-A8-A07G-01A	5	121407721	166660738	0.2668
TCGA-A8-A07G-01A	5	166660899	180934240	0.2981
TCGA-A8-A07G-01A	6	1011760	8296221	0.0595
TCGA-A8-A07G-01A	6	8304895	8334515	0.4888
TCGA-A8-A07G-01A	6	8334727	22903102	0.042
TCGA-A8-A07G-01A	6	22905088	22905603	0.838
TCGA-A8-A07G-01A	6	22909104	34275736	0.0371
TCGA-A8-A07G-01A	6	34277901	36623837	-0.131
TCGA-A8-A07G-01A	6	36625858	37982585	0.2032
TCGA-A8-A07G-01A	6	37984018	39117183	0.1124
TCGA-A8-A07G-01A	6	39119226	52158496	-0.4493
TCGA-A8-A07G-01A	6	52160895	52490930	0.1114
TCGA-A8-A07G-01A	6	52493901	61596503	0.2153
TCGA-A8-A07G-01A	6	61596563	61823500	-0.1283
TCGA-A8-A07G-01A	6	61823514	62345031	0.1899
TCGA-A8-A07G-01A	6	62345258	95393148	-0.0716
TCGA-A8-A07G-01A	6	95393356	117792023	0.0325
TCGA-A8-A07G-01A	6	117792766	117793842	-0.9954
TCGA-A8-A07G-01A	6	117794618	137568592	0.0341
TCGA-A8-A07G-01A	6	137570360	137629740	0.3197
TCGA-A8-A07G-01A	6	137631997	148096655	0.0324
TCGA-A8-A07G-01A	6	148102235	148528426	0.0988
TCGA-A8-A07G-01A	6	148530173	161074626	0.0593
TCGA-A8-A07G-01A	6	161074779	170596889	0.0977
TCGA-A8-A07G-01A	7	664936	2904896	-0.0234
TCGA-A8-A07G-01A	7	2906114	6727724	0.055999999999999994
TCGA-A8-A07G-01A	7	6727754	13351568	0.0099
TCGA-A8-A07G-01A	7	13352844	16291267	-0.018000000000000002
TCGA-A8-A07G-01A	7	16291787	75960685	0.0184
TCGA-A8-A07G-01A	7	75961490	87267414	-0.1111
TCGA-A8-A07G-01A	7	87269423	87400668	0.0686
TCGA-A8-A07G-01A	7	87401587	92566065	-0.1186
TCGA-A8-A07G-01A	7	92566777	96666032	-0.1423
TCGA-A8-A07G-01A	7	96668883	105756373	-0.0997
TCGA-A8-A07G-01A	7	105756415	110230420	-0.1622
TCGA-A8-A07G-01A	7	110235672	127334931	-0.1781
TCGA-A8-A07G-01A	7	127335390	152219465	-0.1556
TCGA-A8-A07G-01A	7	152223078	158592540	-0.1286
TCGA-A8-A07G-01A	8	667625	20124973	-0.44299999999999995
TCGA-A8-A07G-01A	8	20126348	26151858	-0.3651
TCGA-A8-A07G-01A	8	26152323	26168144	0.0296
TCGA-A8-A07G-01A	8	26174724	32489731	-0.3642
TCGA-A8-A07G-01A	8	32497747	37189552	-0.0095
TCGA-A8-A07G-01A	8	37189638	115614137	0.0774
TCGA-A8-A07G-01A	8	115616176	127377604	0.1075
TCGA-A8-A07G-01A	8	127378415	127429290	0.4143
TCGA-A8-A07G-01A	8	127429378	135975548	0.1282
TCGA-A8-A07G-01A	8	135975571	135980058	-0.6049
TCGA-A8-A07G-01A	8	135982709	144182542	0.1266
TCGA-A8-A07G-01A	9	789794	138044505	-0.3031
TCGA-A8-A07G-01A	10	366509	1886186	0.0056
TCGA-A8-A07G-01A	10	1887668	10196260	0.1008
TCGA-A8-A07G-01A	10	10196353	11070494	0.1569
TCGA-A8-A07G-01A	10	11070656	11483446	0.1124
TCGA-A8-A07G-01A	10	11487656	11792352	0.2118
TCGA-A8-A07G-01A	10	11795272	13498600	0.2635
TCGA-A8-A07G-01A	10	13498815	15634149	0.2037
TCGA-A8-A07G-01A	10	15637722	21103739	0.0453
TCGA-A8-A07G-01A	10	21112802	21139550	0.3784
TCGA-A8-A07G-01A	10	21141814	21226316	0.0497
TCGA-A8-A07G-01A	10	21229786	26639649	-0.0043
TCGA-A8-A07G-01A	10	26640304	33341992	-0.0835
TCGA-A8-A07G-01A	10	33343038	48571745	-0.0445
TCGA-A8-A07G-01A	10	48572846	56068618	-0.0307
TCGA-A8-A07G-01A	10	56069773	65373746	-0.0059
TCGA-A8-A07G-01A	10	65373913	65376902	0.8351
TCGA-A8-A07G-01A	10	65377186	73171006	0.0101
TCGA-A8-A07G-01A	10	73174304	76949139	-0.0346
TCGA-A8-A07G-01A	10	76950473	76950517	-0.9462
TCGA-A8-A07G-01A	10	76953357	80372382	-0.0213
TCGA-A8-A07G-01A	10	80375213	80561868	-0.059000000000000004
TCGA-A8-A07G-01A	10	80565146	80571475	-0.8174
TCGA-A8-A07G-01A	10	80574655	87957069	-0.0539
TCGA-A8-A07G-01A	10	87957188	91261299	-0.1314
TCGA-A8-A07G-01A	10	91263176	101526143	-0.0739
TCGA-A8-A07G-01A	10	101528508	101563809	0.3347
TCGA-A8-A07G-01A	10	101571370	120897107	-0.0861
TCGA-A8-A07G-01A	10	120897457	133411599	-0.0609
TCGA-A8-A07G-01A	11	456012	7025105	-0.1111
TCGA-A8-A07G-01A	11	7025246	21663850	-0.0674
TCGA-A8-A07G-01A	11	21664423	30619674	-0.0913
TCGA-A8-A07G-01A	11	30622877	30623081	-1.1936
TCGA-A8-A07G-01A	11	30624333	39842216	-0.0904
TCGA-A8-A07G-01A	11	39842357	60396731	0.0146
TCGA-A8-A07G-01A	11	60397036	60485468	-0.0864
TCGA-A8-A07G-01A	11	60485963	60489820	0.866
TCGA-A8-A07G-01A	11	60496830	62928178	0.0797
TCGA-A8-A07G-01A	11	62928945	62944047	0.4751
TCGA-A8-A07G-01A	11	62947319	63949244	0.0809
TCGA-A8-A07G-01A	11	63987039	63987743	-0.9914
TCGA-A8-A07G-01A	11	63988489	69018317	0.1025
TCGA-A8-A07G-01A	11	69018335	69380172	0.1961
TCGA-A8-A07G-01A	11	69380218	70431560	0.3373
TCGA-A8-A07G-01A	11	70437962	74830743	0.1052
TCGA-A8-A07G-01A	11	74833619	77682546	0.2471
TCGA-A8-A07G-01A	11	77684050	79726523	0.5071
TCGA-A8-A07G-01A	11	79727603	84136924	0.2513
TCGA-A8-A07G-01A	11	84136962	84864314	0.1245
TCGA-A8-A07G-01A	11	84864329	85507545	0.2169
TCGA-A8-A07G-01A	11	85508830	86669294	0.1452
TCGA-A8-A07G-01A	11	86674251	86986618	0.2267
TCGA-A8-A07G-01A	11	86988644	88621682	0.1136
TCGA-A8-A07G-01A	11	88622200	89384122	0.0505
TCGA-A8-A07G-01A	11	89384402	90924192	0.1328
TCGA-A8-A07G-01A	11	90926903	94681232	0.1879
TCGA-A8-A07G-01A	11	94681372	95811256	0.1001
TCGA-A8-A07G-01A	11	95812116	95812176	1.0134
TCGA-A8-A07G-01A	11	95813980	97062455	0.1229
TCGA-A8-A07G-01A	11	97063276	110025686	0.0931
TCGA-A8-A07G-01A	11	110026038	127628268	0.1217
TCGA-A8-A07G-01A	11	127628454	128945442	0.0734
TCGA-A8-A07G-01A	11	128945466	132389839	0.1273
TCGA-A8-A07G-01A	11	132394119	132417434	0.3764
TCGA-A8-A07G-01A	11	132417566	134272740	0.131
TCGA-A8-A07G-01A	12	780472	7243138	-0.1123
TCGA-A8-A07G-01A	12	7244661	25902094	-0.1407
TCGA-A8-A07G-01A	12	25902149	26321934	-0.0172
TCGA-A8-A07G-01A	12	26322016	27400568	-0.1684
TCGA-A8-A07G-01A	12	27401766	28298322	-0.0283
TCGA-A8-A07G-01A	12	28303841	33342598	-0.1285
TCGA-A8-A07G-01A	12	33342904	53248472	0.0446
TCGA-A8-A07G-01A	12	53249661	54499243	0.1912
TCGA-A8-A07G-01A	12	54499821	54531890	0.634
TCGA-A8-A07G-01A	12	54533464	79303507	0.1809
TCGA-A8-A07G-01A	12	79308216	79337729	0.5268
TCGA-A8-A07G-01A	12	79338987	84172893	0.1686
TCGA-A8-A07G-01A	12	84173786	97030759	0.1487
TCGA-A8-A07G-01A	12	97031269	104122436	0.0807
TCGA-A8-A07G-01A	12	104128279	104225405	0.4262
TCGA-A8-A07G-01A	12	104227764	113497676	0.0849
TCGA-A8-A07G-01A	12	113498537	129032116	0.1091
TCGA-A8-A07G-01A	12	129032612	129032732	1.2446
TCGA-A8-A07G-01A	12	129033818	132605822	0.1158
TCGA-A8-A07G-01A	13	18874255	37410217	0.063
TCGA-A8-A07G-01A	13	37410540	77619486	0.0419
TCGA-A8-A07G-01A	13	77621925	114226675	-0.3283
TCGA-A8-A07G-01A	14	20033191	44790006	0.0658
TCGA-A8-A07G-01A	14	44790792	68089714	0.3545
TCGA-A8-A07G-01A	14	68090227	68784198	-0.3516
TCGA-A8-A07G-01A	14	68820874	78483654	-0.2978
TCGA-A8-A07G-01A	14	78483903	93128083	-0.3254
TCGA-A8-A07G-01A	14	93128539	105533894	0.078
TCGA-A8-A07G-01A	15	23437561	24083818	-0.2978
TCGA-A8-A07G-01A	15	24551555	27668844	0.054000000000000006
TCGA-A8-A07G-01A	15	27670736	71450067	0.0065
TCGA-A8-A07G-01A	15	71453255	71760922	-0.309
TCGA-A8-A07G-01A	15	71772829	101344124	-0.0044
TCGA-A8-A07G-01A	16	603333	4736040	0.0669
TCGA-A8-A07G-01A	16	4738225	27091364	0.0927
TCGA-A8-A07G-01A	16	27095311	27186316	0.0028
TCGA-A8-A07G-01A	16	27189084	56918186	0.0653
TCGA-A8-A07G-01A	16	56919784	63715997	0.0375
TCGA-A8-A07G-01A	16	63716011	63717178	-1.0237
TCGA-A8-A07G-01A	16	63717650	65526571	0.0399
TCGA-A8-A07G-01A	16	65528562	74280582	-0.317
TCGA-A8-A07G-01A	16	74281629	74712816	0.0202
TCGA-A8-A07G-01A	16	74713059	89317317	-0.3288
TCGA-A8-A07G-01A	17	1074619	26971285	-0.212
TCGA-A8-A07G-01A	17	26973990	35642388	0.1239
TCGA-A8-A07G-01A	17	35643663	35688078	0.5732
TCGA-A8-A07G-01A	17	35695509	44554648	0.1158
TCGA-A8-A07G-01A	17	44556040	45043940	0.3811
TCGA-A8-A07G-01A	17	45044122	60486757	0.2683
TCGA-A8-A07G-01A	17	60489686	73784268	0.3048
TCGA-A8-A07G-01A	17	73785281	76511264	0.2454
TCGA-A8-A07G-01A	17	76511368	79270312	0.2904
TCGA-A8-A07G-01A	17	79270927	79970506	0.3713
TCGA-A8-A07G-01A	17	79974124	82959812	0.2956
TCGA-A8-A07G-01A	18	326691	10622854	-0.2942
TCGA-A8-A07G-01A	18	10625243	36085508	0.0717
TCGA-A8-A07G-01A	18	36085632	36134730	0.3607
TCGA-A8-A07G-01A	18	36138252	37499581	0.0906
TCGA-A8-A07G-01A	18	37503609	70824712	-0.2958
TCGA-A8-A07G-01A	18	70826008	70975789	0.1125
TCGA-A8-A07G-01A	18	70979552	78510349	-0.3011
TCGA-A8-A07G-01A	18	78510765	79349796	-0.1447
TCGA-A8-A07G-01A	19	283868	21951606	-0.0736
TCGA-A8-A07G-01A	19	21953465	30604719	-0.0367
TCGA-A8-A07G-01A	19	30605476	39371466	-0.0592
TCGA-A8-A07G-01A	19	39375968	47496776	-0.0916
TCGA-A8-A07G-01A	19	47500228	55041340	-0.0513
TCGA-A8-A07G-01A	19	55041384	55041455	-1.1946
TCGA-A8-A07G-01A	19	55042279	58370362	-0.0475
TCGA-A8-A07G-01A	20	472817	480059	0.2696
TCGA-A8-A07G-01A	20	480135	32001220	0.0381
TCGA-A8-A07G-01A	20	32004154	35314883	-0.299
TCGA-A8-A07G-01A	20	35317609	48031565	0.08
TCGA-A8-A07G-01A	20	48032757	63588502	0.3712
TCGA-A8-A07G-01A	21	13974127	34803153	0.0241
TCGA-A8-A07G-01A	21	34803780	34895793	0.2652
TCGA-A8-A07G-01A	21	34897211	38119404	0.0214
TCGA-A8-A07G-01A	21	38122536	41639924	0.0625
TCGA-A8-A07G-01A	21	41640909	46262057	0.0329
TCGA-A8-A07G-01A	22	16934932	38244420	-0.0532
TCGA-A8-A07G-01A	22	38244835	39303478	0.1546
TCGA-A8-A07G-01A	22	39304753	45247825	-0.0725
TCGA-A8-A07G-01A	22	45254740	48940621	0.0206
TCGA-A8-A07G-01A	X	3236359	26049078	0.0266
TCGA-A8-A07G-01A	X	26049392	50169693	0.1272
TCGA-A8-A07G-01A	X	50173692	51751517	0.301
TCGA-A8-A07G-01A	X	51751536	63405139	0.1328
TCGA-A8-A07G-01A	X	63405319	64050152	0.2717
TCGA-A8-A07G-01A	X	64050875	64535967	0.1765
TCGA-A8-A07G-01A	X	64538825	65078602	-0.0033
TCGA-A8-A07G-01A	X	65079070	68413399	0.0519
TCGA-A8-A07G-01A	X	68414259	73846912	-0.0355
TCGA-A8-A07G-01A	X	73868093	75083757	-0.4468
TCGA-A8-A07G-01A	X	75095346	94303088	-0.0416
TCGA-A8-A07G-01A	X	94303293	155677414	-0.0225
